,videoname,filepath,poi,context,model,label,in_ref,in_tst
2956,id01005/ycSX1KQQIoU/00040,/nas/datasets/voxceleb2/mp4_dev/id01005/ycSX1KQQIoU/00040.mp4,id01005,ycSX1KQQIoU,ref,0,1,0
2957,id01005/ycSX1KQQIoU/00054,/nas/datasets/voxceleb2/mp4_dev/id01005/ycSX1KQQIoU/00054.mp4,id01005,ycSX1KQQIoU,ref,0,1,0
2958,id01005/ycSX1KQQIoU/00037,/nas/datasets/voxceleb2/mp4_dev/id01005/ycSX1KQQIoU/00037.mp4,id01005,ycSX1KQQIoU,ref,0,1,0
2959,id01005/ycSX1KQQIoU/00034,/nas/datasets/voxceleb2/mp4_dev/id01005/ycSX1KQQIoU/00034.mp4,id01005,ycSX1KQQIoU,ref,0,1,0
2960,id01018/1_g2X1WsNMk/00001,/nas/datasets/voxceleb2/mp4_dev/id01018/1_g2X1WsNMk/00001.mp4,id01018,1_g2X1WsNMk,ref,0,1,0
2961,id01018/6pM1x8s9uYE/00024,/nas/datasets/voxceleb2/mp4_dev/id01018/6pM1x8s9uYE/00024.mp4,id01018,6pM1x8s9uYE,ref,0,1,0
2962,id01018/GyagjcQozq0/00033,/nas/datasets/voxceleb2/mp4_dev/id01018/GyagjcQozq0/00033.mp4,id01018,GyagjcQozq0,ref,0,1,0
2963,id01018/PAqwlyA39HA/00050,/nas/datasets/voxceleb2/mp4_dev/id01018/PAqwlyA39HA/00050.mp4,id01018,PAqwlyA39HA,ref,0,1,0
2964,id01018/aidDE0bB-gw/00088,/nas/datasets/voxceleb2/mp4_dev/id01018/aidDE0bB-gw/00088.mp4,id01018,aidDE0bB-gw,ref,0,1,0
2965,id01018/cmU8ms7suhQ/00100,/nas/datasets/voxceleb2/mp4_dev/id01018/cmU8ms7suhQ/00100.mp4,id01018,cmU8ms7suhQ,ref,0,1,0
2966,id01018/iUfXsWTTNr4/00115,/nas/datasets/voxceleb2/mp4_dev/id01018/iUfXsWTTNr4/00115.mp4,id01018,iUfXsWTTNr4,ref,0,1,0
2967,id01018/nBwU4TanpbA/00138,/nas/datasets/voxceleb2/mp4_dev/id01018/nBwU4TanpbA/00138.mp4,id01018,nBwU4TanpbA,ref,0,1,0
2968,id01018/qihrFHnw9VQ/00152,/nas/datasets/voxceleb2/mp4_dev/id01018/qihrFHnw9VQ/00152.mp4,id01018,qihrFHnw9VQ,ref,0,1,0
2969,id01018/s4yhfmmK298/00166,/nas/datasets/voxceleb2/mp4_dev/id01018/s4yhfmmK298/00166.mp4,id01018,s4yhfmmK298,ref,0,1,0
2970,id01026/2Wh1ZyAhWEM/00001,/nas/datasets/voxceleb2/mp4_dev/id01026/2Wh1ZyAhWEM/00001.mp4,id01026,2Wh1ZyAhWEM,ref,0,1,0
2971,id01026/3fmca7KlI9M/00007,/nas/datasets/voxceleb2/mp4_dev/id01026/3fmca7KlI9M/00007.mp4,id01026,3fmca7KlI9M,ref,0,1,0
2972,id01026/DSaA4VoTCxk/00017,/nas/datasets/voxceleb2/mp4_dev/id01026/DSaA4VoTCxk/00017.mp4,id01026,DSaA4VoTCxk,ref,0,1,0
2973,id01026/RaHU3Vlkgs0/00031,/nas/datasets/voxceleb2/mp4_dev/id01026/RaHU3Vlkgs0/00031.mp4,id01026,RaHU3Vlkgs0,ref,0,1,0
2974,id01026/U7lNygvl5cg/00038,/nas/datasets/voxceleb2/mp4_dev/id01026/U7lNygvl5cg/00038.mp4,id01026,U7lNygvl5cg,ref,0,1,0
2975,id01026/WxAkS0vfnkk/00057,/nas/datasets/voxceleb2/mp4_dev/id01026/WxAkS0vfnkk/00057.mp4,id01026,WxAkS0vfnkk,ref,0,1,0
2976,id01026/_YGpPUMY6Qs/00060,/nas/datasets/voxceleb2/mp4_dev/id01026/_YGpPUMY6Qs/00060.mp4,id01026,_YGpPUMY6Qs,ref,0,1,0
2977,id01026/ezYnXHFtkDs/00071,/nas/datasets/voxceleb2/mp4_dev/id01026/ezYnXHFtkDs/00071.mp4,id01026,ezYnXHFtkDs,ref,0,1,0
2978,id01026/mQZs8Nr1FiY/00073,/nas/datasets/voxceleb2/mp4_dev/id01026/mQZs8Nr1FiY/00073.mp4,id01026,mQZs8Nr1FiY,ref,0,1,0
2979,id01026/xGwXIrtXn7w/00093,/nas/datasets/voxceleb2/mp4_dev/id01026/xGwXIrtXn7w/00093.mp4,id01026,xGwXIrtXn7w,ref,0,1,0
2980,id01035/0AJCE9uCXBk/00001,/nas/datasets/voxceleb2/mp4_dev/id01035/0AJCE9uCXBk/00001.mp4,id01035,0AJCE9uCXBk,ref,0,1,0
2981,id01035/0AJCE9uCXBk/00009,/nas/datasets/voxceleb2/mp4_dev/id01035/0AJCE9uCXBk/00009.mp4,id01035,0AJCE9uCXBk,ref,0,1,0
2982,id01035/0AJCE9uCXBk/00005,/nas/datasets/voxceleb2/mp4_dev/id01035/0AJCE9uCXBk/00005.mp4,id01035,0AJCE9uCXBk,ref,0,1,0
2983,id01035/HLgi-39pQQg/00015,/nas/datasets/voxceleb2/mp4_dev/id01035/HLgi-39pQQg/00015.mp4,id01035,HLgi-39pQQg,ref,0,1,0
2984,id01035/YboZNAr8uR8/00020,/nas/datasets/voxceleb2/mp4_dev/id01035/YboZNAr8uR8/00020.mp4,id01035,YboZNAr8uR8,ref,0,1,0
2985,id01035/tb2aGSMdrjA/00023,/nas/datasets/voxceleb2/mp4_dev/id01035/tb2aGSMdrjA/00023.mp4,id01035,tb2aGSMdrjA,ref,0,1,0
2986,id01035/yKpOvvXV3pc/00042,/nas/datasets/voxceleb2/mp4_dev/id01035/yKpOvvXV3pc/00042.mp4,id01035,yKpOvvXV3pc,ref,0,1,0
2987,id01035/yKpOvvXV3pc/00038,/nas/datasets/voxceleb2/mp4_dev/id01035/yKpOvvXV3pc/00038.mp4,id01035,yKpOvvXV3pc,ref,0,1,0
2988,id01035/yKpOvvXV3pc/00033,/nas/datasets/voxceleb2/mp4_dev/id01035/yKpOvvXV3pc/00033.mp4,id01035,yKpOvvXV3pc,ref,0,1,0
2989,id01035/yKpOvvXV3pc/00029,/nas/datasets/voxceleb2/mp4_dev/id01035/yKpOvvXV3pc/00029.mp4,id01035,yKpOvvXV3pc,ref,0,1,0
2990,id01036/2bCf-60lHMo/00001,/nas/datasets/voxceleb2/mp4_dev/id01036/2bCf-60lHMo/00001.mp4,id01036,2bCf-60lHMo,ref,0,1,0
2991,id01036/FW8aJS4E_70/00031,/nas/datasets/voxceleb2/mp4_dev/id01036/FW8aJS4E_70/00031.mp4,id01036,FW8aJS4E_70,ref,0,1,0
2992,id01036/FW8aJS4E_70/00032,/nas/datasets/voxceleb2/mp4_dev/id01036/FW8aJS4E_70/00032.mp4,id01036,FW8aJS4E_70,ref,0,1,0
2993,id01036/FW8aJS4E_70/00024,/nas/datasets/voxceleb2/mp4_dev/id01036/FW8aJS4E_70/00024.mp4,id01036,FW8aJS4E_70,ref,0,1,0
2994,id01036/PDij2ZLuCFo/00051,/nas/datasets/voxceleb2/mp4_dev/id01036/PDij2ZLuCFo/00051.mp4,id01036,PDij2ZLuCFo,ref,0,1,0
2995,id01036/TvzT5wp69wU/00063,/nas/datasets/voxceleb2/mp4_dev/id01036/TvzT5wp69wU/00063.mp4,id01036,TvzT5wp69wU,ref,0,1,0
2996,id01036/YXgyqsjjhIo/00078,/nas/datasets/voxceleb2/mp4_dev/id01036/YXgyqsjjhIo/00078.mp4,id01036,YXgyqsjjhIo,ref,0,1,0
2997,id01036/dUzkX4pDres/00087,/nas/datasets/voxceleb2/mp4_dev/id01036/dUzkX4pDres/00087.mp4,id01036,dUzkX4pDres,ref,0,1,0
2998,id01036/iN2kyKdg16Y/00099,/nas/datasets/voxceleb2/mp4_dev/id01036/iN2kyKdg16Y/00099.mp4,id01036,iN2kyKdg16Y,ref,0,1,0
2999,id01036/sr3DdlR-jpQ/00111,/nas/datasets/voxceleb2/mp4_dev/id01036/sr3DdlR-jpQ/00111.mp4,id01036,sr3DdlR-jpQ,ref,0,1,0
3000,id01042/19Iih_pmY5g/00001,/nas/datasets/voxceleb2/mp4_dev/id01042/19Iih_pmY5g/00001.mp4,id01042,19Iih_pmY5g,ref,0,1,0
3001,id01042/DftyVkR3y7U/00022,/nas/datasets/voxceleb2/mp4_dev/id01042/DftyVkR3y7U/00022.mp4,id01042,DftyVkR3y7U,ref,0,1,0
3002,id01042/Hyg9BhqESxU/00068,/nas/datasets/voxceleb2/mp4_dev/id01042/Hyg9BhqESxU/00068.mp4,id01042,Hyg9BhqESxU,ref,0,1,0
3003,id01042/Hyg9BhqESxU/00039,/nas/datasets/voxceleb2/mp4_dev/id01042/Hyg9BhqESxU/00039.mp4,id01042,Hyg9BhqESxU,ref,0,1,0
3004,id01042/LxMw3B9kfUI/00083,/nas/datasets/voxceleb2/mp4_dev/id01042/LxMw3B9kfUI/00083.mp4,id01042,LxMw3B9kfUI,ref,0,1,0
3005,id01042/Oe4DBwRXYSc/00106,/nas/datasets/voxceleb2/mp4_dev/id01042/Oe4DBwRXYSc/00106.mp4,id01042,Oe4DBwRXYSc,ref,0,1,0
3006,id01042/Pi3ZNXsNv5o/00128,/nas/datasets/voxceleb2/mp4_dev/id01042/Pi3ZNXsNv5o/00128.mp4,id01042,Pi3ZNXsNv5o,ref,0,1,0
3007,id01042/ZASRlp0Cp9Y/00135,/nas/datasets/voxceleb2/mp4_dev/id01042/ZASRlp0Cp9Y/00135.mp4,id01042,ZASRlp0Cp9Y,ref,0,1,0
3008,id01042/iLypPzyqbiU/00169,/nas/datasets/voxceleb2/mp4_dev/id01042/iLypPzyqbiU/00169.mp4,id01042,iLypPzyqbiU,ref,0,1,0
3009,id01042/wLiewQqKjjw/00199,/nas/datasets/voxceleb2/mp4_dev/id01042/wLiewQqKjjw/00199.mp4,id01042,wLiewQqKjjw,ref,0,1,0
3010,id01044/0AnGC55uOWU/00001,/nas/datasets/voxceleb2/mp4_dev/id01044/0AnGC55uOWU/00001.mp4,id01044,0AnGC55uOWU,ref,0,1,0
3011,id01044/8G5hcU0ispg/00034,/nas/datasets/voxceleb2/mp4_dev/id01044/8G5hcU0ispg/00034.mp4,id01044,8G5hcU0ispg,ref,0,1,0
3012,id01044/C-LAWcx01o4/00110,/nas/datasets/voxceleb2/mp4_dev/id01044/C-LAWcx01o4/00110.mp4,id01044,C-LAWcx01o4,ref,0,1,0
3013,id01044/C-LAWcx01o4/00074,/nas/datasets/voxceleb2/mp4_dev/id01044/C-LAWcx01o4/00074.mp4,id01044,C-LAWcx01o4,ref,0,1,0
3014,id01044/GlxPxF8SrI4/00157,/nas/datasets/voxceleb2/mp4_dev/id01044/GlxPxF8SrI4/00157.mp4,id01044,GlxPxF8SrI4,ref,0,1,0
3015,id01044/GlxPxF8SrI4/00151,/nas/datasets/voxceleb2/mp4_dev/id01044/GlxPxF8SrI4/00151.mp4,id01044,GlxPxF8SrI4,ref,0,1,0
3016,id01044/OxWtox11NAQ/00202,/nas/datasets/voxceleb2/mp4_dev/id01044/OxWtox11NAQ/00202.mp4,id01044,OxWtox11NAQ,ref,0,1,0
3017,id01044/Qh8SptdP4bo/00233,/nas/datasets/voxceleb2/mp4_dev/id01044/Qh8SptdP4bo/00233.mp4,id01044,Qh8SptdP4bo,ref,0,1,0
3018,id01044/UD7KGr37yZc/00273,/nas/datasets/voxceleb2/mp4_dev/id01044/UD7KGr37yZc/00273.mp4,id01044,UD7KGr37yZc,ref,0,1,0
3019,id01044/dJM48SCx0os/00300,/nas/datasets/voxceleb2/mp4_dev/id01044/dJM48SCx0os/00300.mp4,id01044,dJM48SCx0os,ref,0,1,0
3020,id01048/15j2e6qyD_g/00001,/nas/datasets/voxceleb2/mp4_dev/id01048/15j2e6qyD_g/00001.mp4,id01048,15j2e6qyD_g,ref,0,1,0
3021,id01048/6ZXDdAJFHUs/00038,/nas/datasets/voxceleb2/mp4_dev/id01048/6ZXDdAJFHUs/00038.mp4,id01048,6ZXDdAJFHUs,ref,0,1,0
3022,id01048/6ZXDdAJFHUs/00006,/nas/datasets/voxceleb2/mp4_dev/id01048/6ZXDdAJFHUs/00006.mp4,id01048,6ZXDdAJFHUs,ref,0,1,0
3023,id01048/6ZXDdAJFHUs/00019,/nas/datasets/voxceleb2/mp4_dev/id01048/6ZXDdAJFHUs/00019.mp4,id01048,6ZXDdAJFHUs,ref,0,1,0
3024,id01048/HSxo8jc7_EU/00061,/nas/datasets/voxceleb2/mp4_dev/id01048/HSxo8jc7_EU/00061.mp4,id01048,HSxo8jc7_EU,ref,0,1,0
3025,id01048/RVMa1qm67r8/00067,/nas/datasets/voxceleb2/mp4_dev/id01048/RVMa1qm67r8/00067.mp4,id01048,RVMa1qm67r8,ref,0,1,0
3026,id01048/aR8iNnTA00I/00076,/nas/datasets/voxceleb2/mp4_dev/id01048/aR8iNnTA00I/00076.mp4,id01048,aR8iNnTA00I,ref,0,1,0
3027,id01048/cHguXGCUgeI/00088,/nas/datasets/voxceleb2/mp4_dev/id01048/cHguXGCUgeI/00088.mp4,id01048,cHguXGCUgeI,ref,0,1,0
3028,id01048/tYlmlkx8hfQ/00207,/nas/datasets/voxceleb2/mp4_dev/id01048/tYlmlkx8hfQ/00207.mp4,id01048,tYlmlkx8hfQ,ref,0,1,0
3029,id01048/tYlmlkx8hfQ/00182,/nas/datasets/voxceleb2/mp4_dev/id01048/tYlmlkx8hfQ/00182.mp4,id01048,tYlmlkx8hfQ,ref,0,1,0
3030,id01051/0mQmbWNOFpc/00001,/nas/datasets/voxceleb2/mp4_dev/id01051/0mQmbWNOFpc/00001.mp4,id01051,0mQmbWNOFpc,ref,0,1,0
3031,id01051/AV-T0TFgSM8/00032,/nas/datasets/voxceleb2/mp4_dev/id01051/AV-T0TFgSM8/00032.mp4,id01051,AV-T0TFgSM8,ref,0,1,0
3032,id01051/CBdRobjSXcE/00069,/nas/datasets/voxceleb2/mp4_dev/id01051/CBdRobjSXcE/00069.mp4,id01051,CBdRobjSXcE,ref,0,1,0
3033,id01051/HnkBzs2DfAI/00091,/nas/datasets/voxceleb2/mp4_dev/id01051/HnkBzs2DfAI/00091.mp4,id01051,HnkBzs2DfAI,ref,0,1,0
3034,id01051/X05IAQgh5b4/00135,/nas/datasets/voxceleb2/mp4_dev/id01051/X05IAQgh5b4/00135.mp4,id01051,X05IAQgh5b4,ref,0,1,0
3035,id01051/_MAdQQCB15Q/00183,/nas/datasets/voxceleb2/mp4_dev/id01051/_MAdQQCB15Q/00183.mp4,id01051,_MAdQQCB15Q,ref,0,1,0
3036,id01051/crslRQvnn1k/00193,/nas/datasets/voxceleb2/mp4_dev/id01051/crslRQvnn1k/00193.mp4,id01051,crslRQvnn1k,ref,0,1,0
3037,id01051/eGrPbKYVwPQ/00222,/nas/datasets/voxceleb2/mp4_dev/id01051/eGrPbKYVwPQ/00222.mp4,id01051,eGrPbKYVwPQ,ref,0,1,0
3038,id01051/iZ2qbaJmbVY/00303,/nas/datasets/voxceleb2/mp4_dev/id01051/iZ2qbaJmbVY/00303.mp4,id01051,iZ2qbaJmbVY,ref,0,1,0
3039,id01051/iZ2qbaJmbVY/00280,/nas/datasets/voxceleb2/mp4_dev/id01051/iZ2qbaJmbVY/00280.mp4,id01051,iZ2qbaJmbVY,ref,0,1,0
3040,id01052/0BAsiA-cO8s/00001,/nas/datasets/voxceleb2/mp4_dev/id01052/0BAsiA-cO8s/00001.mp4,id01052,0BAsiA-cO8s,ref,0,1,0
3041,id01052/9iID81mZ2pQ/00012,/nas/datasets/voxceleb2/mp4_dev/id01052/9iID81mZ2pQ/00012.mp4,id01052,9iID81mZ2pQ,ref,0,1,0
3042,id01052/GSx0L345QEc/00058,/nas/datasets/voxceleb2/mp4_dev/id01052/GSx0L345QEc/00058.mp4,id01052,GSx0L345QEc,ref,0,1,0
3043,id01052/KLoLxYGa7ro/00074,/nas/datasets/voxceleb2/mp4_dev/id01052/KLoLxYGa7ro/00074.mp4,id01052,KLoLxYGa7ro,ref,0,1,0
3044,id01052/lVUmVhauTOE/00095,/nas/datasets/voxceleb2/mp4_dev/id01052/lVUmVhauTOE/00095.mp4,id01052,lVUmVhauTOE,ref,0,1,0
3045,id01052/u1qsFzOs-ec/00139,/nas/datasets/voxceleb2/mp4_dev/id01052/u1qsFzOs-ec/00139.mp4,id01052,u1qsFzOs-ec,ref,0,1,0
3046,id01052/ucCzjUE5VVQ/00151,/nas/datasets/voxceleb2/mp4_dev/id01052/ucCzjUE5VVQ/00151.mp4,id01052,ucCzjUE5VVQ,ref,0,1,0
3047,id01052/yOFowv8Jj4U/00201,/nas/datasets/voxceleb2/mp4_dev/id01052/yOFowv8Jj4U/00201.mp4,id01052,yOFowv8Jj4U,ref,0,1,0
3048,id01052/yOFowv8Jj4U/00169,/nas/datasets/voxceleb2/mp4_dev/id01052/yOFowv8Jj4U/00169.mp4,id01052,yOFowv8Jj4U,ref,0,1,0
3049,id01052/yOFowv8Jj4U/00186,/nas/datasets/voxceleb2/mp4_dev/id01052/yOFowv8Jj4U/00186.mp4,id01052,yOFowv8Jj4U,ref,0,1,0
3050,id01058/4MNPwuEB-mQ/00026,/nas/datasets/voxceleb2/mp4_dev/id01058/4MNPwuEB-mQ/00026.mp4,id01058,4MNPwuEB-mQ,ref,0,1,0
3051,id01058/6v6yWWsDacs/00050,/nas/datasets/voxceleb2/mp4_dev/id01058/6v6yWWsDacs/00050.mp4,id01058,6v6yWWsDacs,ref,0,1,0
3052,id01058/GpyVb5pUoC8/00060,/nas/datasets/voxceleb2/mp4_dev/id01058/GpyVb5pUoC8/00060.mp4,id01058,GpyVb5pUoC8,ref,0,1,0
3053,id01058/OVWtlkKnVIU/00080,/nas/datasets/voxceleb2/mp4_dev/id01058/OVWtlkKnVIU/00080.mp4,id01058,OVWtlkKnVIU,ref,0,1,0
3054,id01058/QJ-daPmTbak/00094,/nas/datasets/voxceleb2/mp4_dev/id01058/QJ-daPmTbak/00094.mp4,id01058,QJ-daPmTbak,ref,0,1,0
3055,id01058/RFgXMdmQQjE/00116,/nas/datasets/voxceleb2/mp4_dev/id01058/RFgXMdmQQjE/00116.mp4,id01058,RFgXMdmQQjE,ref,0,1,0
3056,id01058/UitYY2b4lXI/00135,/nas/datasets/voxceleb2/mp4_dev/id01058/UitYY2b4lXI/00135.mp4,id01058,UitYY2b4lXI,ref,0,1,0
3057,id01058/aDPkZg957PE/00145,/nas/datasets/voxceleb2/mp4_dev/id01058/aDPkZg957PE/00145.mp4,id01058,aDPkZg957PE,ref,0,1,0
3058,id01058/fkOy82zI228/00148,/nas/datasets/voxceleb2/mp4_dev/id01058/fkOy82zI228/00148.mp4,id01058,fkOy82zI228,ref,0,1,0
3059,id01058/r1BUbaXMHpI/00179,/nas/datasets/voxceleb2/mp4_dev/id01058/r1BUbaXMHpI/00179.mp4,id01058,r1BUbaXMHpI,ref,0,1,0
3060,id01075/1xURlWhpR-g/00001,/nas/datasets/voxceleb2/mp4_dev/id01075/1xURlWhpR-g/00001.mp4,id01075,1xURlWhpR-g,ref,0,1,0
3061,id01075/5i7PkFbuiWg/00033,/nas/datasets/voxceleb2/mp4_dev/id01075/5i7PkFbuiWg/00033.mp4,id01075,5i7PkFbuiWg,ref,0,1,0
3062,id01075/9jaTdu7DjpY/00075,/nas/datasets/voxceleb2/mp4_dev/id01075/9jaTdu7DjpY/00075.mp4,id01075,9jaTdu7DjpY,ref,0,1,0
3063,id01075/HmpSaiWMdC8/00088,/nas/datasets/voxceleb2/mp4_dev/id01075/HmpSaiWMdC8/00088.mp4,id01075,HmpSaiWMdC8,ref,0,1,0
3064,id01075/Itlu-upn-Co/00112,/nas/datasets/voxceleb2/mp4_dev/id01075/Itlu-upn-Co/00112.mp4,id01075,Itlu-upn-Co,ref,0,1,0
3065,id01075/LwskEiPwN4U/00146,/nas/datasets/voxceleb2/mp4_dev/id01075/LwskEiPwN4U/00146.mp4,id01075,LwskEiPwN4U,ref,0,1,0
3066,id01075/XFM-vXR9Lwk/00184,/nas/datasets/voxceleb2/mp4_dev/id01075/XFM-vXR9Lwk/00184.mp4,id01075,XFM-vXR9Lwk,ref,0,1,0
3067,id01075/lZfDuzhV-hE/00225,/nas/datasets/voxceleb2/mp4_dev/id01075/lZfDuzhV-hE/00225.mp4,id01075,lZfDuzhV-hE,ref,0,1,0
3068,id01075/qx9s4DPBdVE/00239,/nas/datasets/voxceleb2/mp4_dev/id01075/qx9s4DPBdVE/00239.mp4,id01075,qx9s4DPBdVE,ref,0,1,0
3069,id01075/uLBDtE039Ks/00273,/nas/datasets/voxceleb2/mp4_dev/id01075/uLBDtE039Ks/00273.mp4,id01075,uLBDtE039Ks,ref,0,1,0
3070,id01076/58PA1JvrKeo/00001,/nas/datasets/voxceleb2/mp4_dev/id01076/58PA1JvrKeo/00001.mp4,id01076,58PA1JvrKeo,ref,0,1,0
3071,id01076/CiyljO9DuDs/00009,/nas/datasets/voxceleb2/mp4_dev/id01076/CiyljO9DuDs/00009.mp4,id01076,CiyljO9DuDs,ref,0,1,0
3072,id01076/IKsUcq5u8dk/00020,/nas/datasets/voxceleb2/mp4_dev/id01076/IKsUcq5u8dk/00020.mp4,id01076,IKsUcq5u8dk,ref,0,1,0
3073,id01076/IKsUcq5u8dk/00014,/nas/datasets/voxceleb2/mp4_dev/id01076/IKsUcq5u8dk/00014.mp4,id01076,IKsUcq5u8dk,ref,0,1,0
3074,id01076/K3QqOIgbR3Y/00024,/nas/datasets/voxceleb2/mp4_dev/id01076/K3QqOIgbR3Y/00024.mp4,id01076,K3QqOIgbR3Y,ref,0,1,0
3075,id01076/KvVDCF1kFMc/00031,/nas/datasets/voxceleb2/mp4_dev/id01076/KvVDCF1kFMc/00031.mp4,id01076,KvVDCF1kFMc,ref,0,1,0
3076,id01076/KvVDCF1kFMc/00027,/nas/datasets/voxceleb2/mp4_dev/id01076/KvVDCF1kFMc/00027.mp4,id01076,KvVDCF1kFMc,ref,0,1,0
3077,id01076/TY5NktseDSk/00039,/nas/datasets/voxceleb2/mp4_dev/id01076/TY5NktseDSk/00039.mp4,id01076,TY5NktseDSk,ref,0,1,0
3078,id01076/TY5NktseDSk/00044,/nas/datasets/voxceleb2/mp4_dev/id01076/TY5NktseDSk/00044.mp4,id01076,TY5NktseDSk,ref,0,1,0
3079,id01076/lgw47Vo6k94/00049,/nas/datasets/voxceleb2/mp4_dev/id01076/lgw47Vo6k94/00049.mp4,id01076,lgw47Vo6k94,ref,0,1,0
3080,id01091/0OYdw9rFlbw/00001,/nas/datasets/voxceleb2/mp4_dev/id01091/0OYdw9rFlbw/00001.mp4,id01091,0OYdw9rFlbw,ref,0,1,0
3081,id01091/0maUevJl_wQ/00016,/nas/datasets/voxceleb2/mp4_dev/id01091/0maUevJl_wQ/00016.mp4,id01091,0maUevJl_wQ,ref,0,1,0
3082,id01091/4pm2hvbkILw/00053,/nas/datasets/voxceleb2/mp4_dev/id01091/4pm2hvbkILw/00053.mp4,id01091,4pm2hvbkILw,ref,0,1,0
3083,id01091/HOXp39vfauE/00077,/nas/datasets/voxceleb2/mp4_dev/id01091/HOXp39vfauE/00077.mp4,id01091,HOXp39vfauE,ref,0,1,0
3084,id01091/OQB3Qx52-r4/00091,/nas/datasets/voxceleb2/mp4_dev/id01091/OQB3Qx52-r4/00091.mp4,id01091,OQB3Qx52-r4,ref,0,1,0
3085,id01091/QnaR3goZSvw/00124,/nas/datasets/voxceleb2/mp4_dev/id01091/QnaR3goZSvw/00124.mp4,id01091,QnaR3goZSvw,ref,0,1,0
3086,id01091/RYRgipM77ZM/00151,/nas/datasets/voxceleb2/mp4_dev/id01091/RYRgipM77ZM/00151.mp4,id01091,RYRgipM77ZM,ref,0,1,0
3087,id01091/Vg0RhD8Q4tg/00181,/nas/datasets/voxceleb2/mp4_dev/id01091/Vg0RhD8Q4tg/00181.mp4,id01091,Vg0RhD8Q4tg,ref,0,1,0
3088,id01091/Z0TfDUHVHDg/00193,/nas/datasets/voxceleb2/mp4_dev/id01091/Z0TfDUHVHDg/00193.mp4,id01091,Z0TfDUHVHDg,ref,0,1,0
3089,id01091/n9NADipr-XY/00231,/nas/datasets/voxceleb2/mp4_dev/id01091/n9NADipr-XY/00231.mp4,id01091,n9NADipr-XY,ref,0,1,0
3090,id01096/AoWLSOzIq7A/00001,/nas/datasets/voxceleb2/mp4_dev/id01096/AoWLSOzIq7A/00001.mp4,id01096,AoWLSOzIq7A,ref,0,1,0
3091,id01096/AoWLSOzIq7A/00005,/nas/datasets/voxceleb2/mp4_dev/id01096/AoWLSOzIq7A/00005.mp4,id01096,AoWLSOzIq7A,ref,0,1,0
3092,id01096/B23Gbx1ooj8/00023,/nas/datasets/voxceleb2/mp4_dev/id01096/B23Gbx1ooj8/00023.mp4,id01096,B23Gbx1ooj8,ref,0,1,0
3093,id01096/JpmIw6QmJ18/00064,/nas/datasets/voxceleb2/mp4_dev/id01096/JpmIw6QmJ18/00064.mp4,id01096,JpmIw6QmJ18,ref,0,1,0
3094,id01096/JpmIw6QmJ18/00049,/nas/datasets/voxceleb2/mp4_dev/id01096/JpmIw6QmJ18/00049.mp4,id01096,JpmIw6QmJ18,ref,0,1,0
3095,id01096/PNHMpidcQlY/00080,/nas/datasets/voxceleb2/mp4_dev/id01096/PNHMpidcQlY/00080.mp4,id01096,PNHMpidcQlY,ref,0,1,0
3096,id01096/ZvBgBW_lSVM/00094,/nas/datasets/voxceleb2/mp4_dev/id01096/ZvBgBW_lSVM/00094.mp4,id01096,ZvBgBW_lSVM,ref,0,1,0
3097,id01096/lmlDrnXBVPU/00114,/nas/datasets/voxceleb2/mp4_dev/id01096/lmlDrnXBVPU/00114.mp4,id01096,lmlDrnXBVPU,ref,0,1,0
3098,id01096/m357ggMsVpA/00121,/nas/datasets/voxceleb2/mp4_dev/id01096/m357ggMsVpA/00121.mp4,id01096,m357ggMsVpA,ref,0,1,0
3099,id01096/owXKeAPu50c/00127,/nas/datasets/voxceleb2/mp4_dev/id01096/owXKeAPu50c/00127.mp4,id01096,owXKeAPu50c,ref,0,1,0
3100,id01098/16BQR7LTtRE/00001,/nas/datasets/voxceleb2/mp4_dev/id01098/16BQR7LTtRE/00001.mp4,id01098,16BQR7LTtRE,ref,0,1,0
3101,id01098/FwAcVpICEOU/00061,/nas/datasets/voxceleb2/mp4_dev/id01098/FwAcVpICEOU/00061.mp4,id01098,FwAcVpICEOU,ref,0,1,0
3102,id01098/MbahbP3XRXw/00123,/nas/datasets/voxceleb2/mp4_dev/id01098/MbahbP3XRXw/00123.mp4,id01098,MbahbP3XRXw,ref,0,1,0
3103,id01098/PwN9DEhdRHw/00140,/nas/datasets/voxceleb2/mp4_dev/id01098/PwN9DEhdRHw/00140.mp4,id01098,PwN9DEhdRHw,ref,0,1,0
3104,id01098/Su4vma0Rp-U/00189,/nas/datasets/voxceleb2/mp4_dev/id01098/Su4vma0Rp-U/00189.mp4,id01098,Su4vma0Rp-U,ref,0,1,0
3105,id01098/ck2Nv87sWSk/00277,/nas/datasets/voxceleb2/mp4_dev/id01098/ck2Nv87sWSk/00277.mp4,id01098,ck2Nv87sWSk,ref,0,1,0
3106,id01098/i0GXNVUVOow/00296,/nas/datasets/voxceleb2/mp4_dev/id01098/i0GXNVUVOow/00296.mp4,id01098,i0GXNVUVOow,ref,0,1,0
3107,id01098/nzx7gNXpLaE/00336,/nas/datasets/voxceleb2/mp4_dev/id01098/nzx7gNXpLaE/00336.mp4,id01098,nzx7gNXpLaE,ref,0,1,0
3108,id01098/q4gv9cNQv0Y/00423,/nas/datasets/voxceleb2/mp4_dev/id01098/q4gv9cNQv0Y/00423.mp4,id01098,q4gv9cNQv0Y,ref,0,1,0
