,Unnamed: 0,videoname,filepath,poi,context,model,label,in_tst,in_ref
13491,13491,13491,InTheWild/release_in_the_wild/13491.wav,The Notorious B.I.G.,13491,bona-fide,0,1,1
13492,13492,13492,InTheWild/release_in_the_wild/13492.wav,Barack Obama,13492,spoof,1,1,0
13493,13493,13493,InTheWild/release_in_the_wild/13493.wav,Donald Trump,13493,bona-fide,0,1,1
13494,13494,13494,InTheWild/release_in_the_wild/13494.wav,Ayn Rand,13494,bona-fide,0,1,1
13495,13495,13495,InTheWild/release_in_the_wild/13495.wav,The Notorious B.I.G.,13495,spoof,1,1,0
13496,13496,13496,InTheWild/release_in_the_wild/13496.wav,Ayn Rand,13496,spoof,1,1,0
13497,13497,13497,InTheWild/release_in_the_wild/13497.wav,Christopher Hitchens,13497,spoof,1,1,0
13498,13498,13498,InTheWild/release_in_the_wild/13498.wav,Barack Obama,13498,bona-fide,0,1,1
13499,13499,13499,InTheWild/release_in_the_wild/13499.wav,Bill Clinton,13499,spoof,1,1,0
13500,13500,13500,InTheWild/release_in_the_wild/13500.wav,Donald Trump,13500,bona-fide,0,1,1
13501,13501,13501,InTheWild/release_in_the_wild/13501.wav,Barack Obama,13501,bona-fide,0,1,1
13502,13502,13502,InTheWild/release_in_the_wild/13502.wav,Ayn Rand,13502,spoof,1,1,0
13503,13503,13503,InTheWild/release_in_the_wild/13503.wav,George W. Bush,13503,spoof,1,1,0
13504,13504,13504,InTheWild/release_in_the_wild/13504.wav,Milton Friedman,13504,spoof,1,1,0
13505,13505,13505,InTheWild/release_in_the_wild/13505.wav,Donald Trump,13505,bona-fide,0,1,1
13506,13506,13506,InTheWild/release_in_the_wild/13506.wav,Malcolm X,13506,bona-fide,0,1,1
13507,13507,13507,InTheWild/release_in_the_wild/13507.wav,Donald Trump,13507,bona-fide,0,1,1
13508,13508,13508,InTheWild/release_in_the_wild/13508.wav,Barack Obama,13508,bona-fide,0,1,1
13509,13509,13509,InTheWild/release_in_the_wild/13509.wav,Donald Trump,13509,spoof,1,1,0
13510,13510,13510,InTheWild/release_in_the_wild/13510.wav,The Notorious B.I.G.,13510,spoof,1,1,0
13511,13511,13511,InTheWild/release_in_the_wild/13511.wav,Ayn Rand,13511,bona-fide,0,1,1
13512,13512,13512,InTheWild/release_in_the_wild/13512.wav,Barack Obama,13512,bona-fide,0,1,1
13513,13513,13513,InTheWild/release_in_the_wild/13513.wav,Ronald Reagan,13513,spoof,1,1,0
13514,13514,13514,InTheWild/release_in_the_wild/13514.wav,Alec Guinness,13514,bona-fide,0,1,1
13515,13515,13515,InTheWild/release_in_the_wild/13515.wav,Boris Johnson,13515,bona-fide,0,1,1
13516,13516,13516,InTheWild/release_in_the_wild/13516.wav,Mark Zuckerberg,13516,spoof,1,1,0
13517,13517,13517,InTheWild/release_in_the_wild/13517.wav,JFK,13517,bona-fide,0,1,1
13518,13518,13518,InTheWild/release_in_the_wild/13518.wav,Ayn Rand,13518,spoof,1,1,0
13519,13519,13519,InTheWild/release_in_the_wild/13519.wav,Milton Friedman,13519,spoof,1,1,0
13520,13520,13520,InTheWild/release_in_the_wild/13520.wav,Martin Luther King,13520,bona-fide,0,1,1
13521,13521,13521,InTheWild/release_in_the_wild/13521.wav,Alec Guinness,13521,bona-fide,0,1,1
13522,13522,13522,InTheWild/release_in_the_wild/13522.wav,Donald Trump,13522,bona-fide,0,1,1
13523,13523,13523,InTheWild/release_in_the_wild/13523.wav,Bill Clinton,13523,bona-fide,0,1,1
13524,13524,13524,InTheWild/release_in_the_wild/13524.wav,Bob Ross,13524,bona-fide,0,1,1
13525,13525,13525,InTheWild/release_in_the_wild/13525.wav,Donald Trump,13525,bona-fide,0,1,1
13526,13526,13526,InTheWild/release_in_the_wild/13526.wav,Bernie Sanders,13526,bona-fide,0,1,1
13527,13527,13527,InTheWild/release_in_the_wild/13527.wav,Donald Trump,13527,bona-fide,0,1,1
13528,13528,13528,InTheWild/release_in_the_wild/13528.wav,Alec Guinness,13528,bona-fide,0,1,1
13529,13529,13529,InTheWild/release_in_the_wild/13529.wav,Donald Trump,13529,bona-fide,0,1,1
13530,13530,13530,InTheWild/release_in_the_wild/13530.wav,Bernie Sanders,13530,bona-fide,0,1,1
13531,13531,13531,InTheWild/release_in_the_wild/13531.wav,Bill Clinton,13531,bona-fide,0,1,1
13532,13532,13532,InTheWild/release_in_the_wild/13532.wav,Donald Trump,13532,bona-fide,0,1,1
13533,13533,13533,InTheWild/release_in_the_wild/13533.wav,Bill Clinton,13533,bona-fide,0,1,1
13534,13534,13534,InTheWild/release_in_the_wild/13534.wav,2Pac,13534,spoof,1,1,0
13535,13535,13535,InTheWild/release_in_the_wild/13535.wav,Barack Obama,13535,bona-fide,0,1,1
13536,13536,13536,InTheWild/release_in_the_wild/13536.wav,Alexandria Ocasio-Cortez,13536,bona-fide,0,1,1
13537,13537,13537,InTheWild/release_in_the_wild/13537.wav,Richard Nixon,13537,bona-fide,0,1,1
13538,13538,13538,InTheWild/release_in_the_wild/13538.wav,Ayn Rand,13538,bona-fide,0,1,1
13539,13539,13539,InTheWild/release_in_the_wild/13539.wav,Tucker Carlson,13539,bona-fide,0,1,1
13540,13540,13540,InTheWild/release_in_the_wild/13540.wav,Christopher Hitchens,13540,bona-fide,0,1,1
13541,13541,13541,InTheWild/release_in_the_wild/13541.wav,Alec Guinness,13541,bona-fide,0,1,1
13542,13542,13542,InTheWild/release_in_the_wild/13542.wav,Louis Farrakhan,13542,spoof,1,1,0
13543,13543,13543,InTheWild/release_in_the_wild/13543.wav,Louis Farrakhan,13543,spoof,1,1,0
13544,13544,13544,InTheWild/release_in_the_wild/13544.wav,Louis Farrakhan,13544,bona-fide,0,1,1
13545,13545,13545,InTheWild/release_in_the_wild/13545.wav,Boris Johnson,13545,spoof,1,1,0
13546,13546,13546,InTheWild/release_in_the_wild/13546.wav,Bill Clinton,13546,spoof,1,1,0
13547,13547,13547,InTheWild/release_in_the_wild/13547.wav,Alec Guinness,13547,spoof,1,1,0
13548,13548,13548,InTheWild/release_in_the_wild/13548.wav,Donald Trump,13548,bona-fide,0,1,1
13549,13549,13549,InTheWild/release_in_the_wild/13549.wav,Martin Luther King,13549,spoof,1,1,0
13550,13550,13550,InTheWild/release_in_the_wild/13550.wav,Christopher Hitchens,13550,bona-fide,0,1,1
13551,13551,13551,InTheWild/release_in_the_wild/13551.wav,Bill Clinton,13551,bona-fide,0,1,1
13552,13552,13552,InTheWild/release_in_the_wild/13552.wav,Adam Driver,13552,spoof,1,1,0
13553,13553,13553,InTheWild/release_in_the_wild/13553.wav,Alec Guinness,13553,bona-fide,0,1,1
13554,13554,13554,InTheWild/release_in_the_wild/13554.wav,Winston Churchill,13554,bona-fide,0,1,1
13555,13555,13555,InTheWild/release_in_the_wild/13555.wav,Alec Guinness,13555,spoof,1,1,0
13556,13556,13556,InTheWild/release_in_the_wild/13556.wav,Ronald Reagan,13556,spoof,1,1,0
13557,13557,13557,InTheWild/release_in_the_wild/13557.wav,The Notorious B.I.G.,13557,spoof,1,1,0
13558,13558,13558,InTheWild/release_in_the_wild/13558.wav,Donald Trump,13558,bona-fide,0,1,1
13559,13559,13559,InTheWild/release_in_the_wild/13559.wav,Ronald Reagan,13559,spoof,1,1,0
13560,13560,13560,InTheWild/release_in_the_wild/13560.wav,Bill Clinton,13560,spoof,1,1,0
13561,13561,13561,InTheWild/release_in_the_wild/13561.wav,Barack Obama,13561,bona-fide,0,1,1
13562,13562,13562,InTheWild/release_in_the_wild/13562.wav,Christopher Hitchens,13562,bona-fide,0,1,1
13563,13563,13563,InTheWild/release_in_the_wild/13563.wav,Alec Guinness,13563,bona-fide,0,1,1
13564,13564,13564,InTheWild/release_in_the_wild/13564.wav,Donald Trump,13564,bona-fide,0,1,1
13565,13565,13565,InTheWild/release_in_the_wild/13565.wav,JFK,13565,bona-fide,0,1,1
13566,13566,13566,InTheWild/release_in_the_wild/13566.wav,Ronald Reagan,13566,spoof,1,1,0
13567,13567,13567,InTheWild/release_in_the_wild/13567.wav,Donald Trump,13567,bona-fide,0,1,1
13568,13568,13568,InTheWild/release_in_the_wild/13568.wav,Christopher Hitchens,13568,spoof,1,1,0
13569,13569,13569,InTheWild/release_in_the_wild/13569.wav,Alec Guinness,13569,bona-fide,0,1,1
13570,13570,13570,InTheWild/release_in_the_wild/13570.wav,Milton Friedman,13570,spoof,1,1,0
13571,13571,13571,InTheWild/release_in_the_wild/13571.wav,Ayn Rand,13571,bona-fide,0,1,1
13572,13572,13572,InTheWild/release_in_the_wild/13572.wav,Bernie Sanders,13572,spoof,1,1,0
13573,13573,13573,InTheWild/release_in_the_wild/13573.wav,Alec Guinness,13573,bona-fide,0,1,1
13574,13574,13574,InTheWild/release_in_the_wild/13574.wav,Alec Guinness,13574,bona-fide,0,1,1
13575,13575,13575,InTheWild/release_in_the_wild/13575.wav,JFK,13575,bona-fide,0,1,1
13576,13576,13576,InTheWild/release_in_the_wild/13576.wav,Christopher Hitchens,13576,bona-fide,0,1,1
13577,13577,13577,InTheWild/release_in_the_wild/13577.wav,Ronald Reagan,13577,spoof,1,1,0
13578,13578,13578,InTheWild/release_in_the_wild/13578.wav,Donald Trump,13578,spoof,1,1,0
13579,13579,13579,InTheWild/release_in_the_wild/13579.wav,Alec Guinness,13579,spoof,1,1,0
13580,13580,13580,InTheWild/release_in_the_wild/13580.wav,Alec Guinness,13580,bona-fide,0,1,1
13581,13581,13581,InTheWild/release_in_the_wild/13581.wav,Nelson Mandela,13581,spoof,1,1,0
13582,13582,13582,InTheWild/release_in_the_wild/13582.wav,Alec Guinness,13582,bona-fide,0,1,1
13583,13583,13583,InTheWild/release_in_the_wild/13583.wav,Donald Trump,13583,bona-fide,0,1,1
13584,13584,13584,InTheWild/release_in_the_wild/13584.wav,Barack Obama,13584,bona-fide,0,1,1
13585,13585,13585,InTheWild/release_in_the_wild/13585.wav,Barack Obama,13585,bona-fide,0,1,1
13586,13586,13586,InTheWild/release_in_the_wild/13586.wav,Boris Johnson,13586,bona-fide,0,1,1
13587,13587,13587,InTheWild/release_in_the_wild/13587.wav,Bernie Sanders,13587,spoof,1,1,0
13588,13588,13588,InTheWild/release_in_the_wild/13588.wav,Bernie Sanders,13588,bona-fide,0,1,1
13589,13589,13589,InTheWild/release_in_the_wild/13589.wav,FDR,13589,bona-fide,0,1,1
13590,13590,13590,InTheWild/release_in_the_wild/13590.wav,Barack Obama,13590,bona-fide,0,1,1
13591,13591,13591,InTheWild/release_in_the_wild/13591.wav,Milton Friedman,13591,spoof,1,1,0
13592,13592,13592,InTheWild/release_in_the_wild/13592.wav,Ayn Rand,13592,spoof,1,1,0
13593,13593,13593,InTheWild/release_in_the_wild/13593.wav,Donald Trump,13593,bona-fide,0,1,1
13594,13594,13594,InTheWild/release_in_the_wild/13594.wav,Donald Trump,13594,bona-fide,0,1,1
13595,13595,13595,InTheWild/release_in_the_wild/13595.wav,Barack Obama,13595,bona-fide,0,1,1
13596,13596,13596,InTheWild/release_in_the_wild/13596.wav,Christopher Hitchens,13596,spoof,1,1,0
13597,13597,13597,InTheWild/release_in_the_wild/13597.wav,The Notorious B.I.G.,13597,spoof,1,1,0
13598,13598,13598,InTheWild/release_in_the_wild/13598.wav,Martin Luther King,13598,spoof,1,1,0
13599,13599,13599,InTheWild/release_in_the_wild/13599.wav,Louis Farrakhan,13599,bona-fide,0,1,1
13600,13600,13600,InTheWild/release_in_the_wild/13600.wav,JFK,13600,bona-fide,0,1,1
13601,13601,13601,InTheWild/release_in_the_wild/13601.wav,Harry Truman,13601,spoof,1,1,0
13602,13602,13602,InTheWild/release_in_the_wild/13602.wav,Ayn Rand,13602,spoof,1,1,0
13603,13603,13603,InTheWild/release_in_the_wild/13603.wav,Boris Johnson,13603,bona-fide,0,1,1
13604,13604,13604,InTheWild/release_in_the_wild/13604.wav,Alec Guinness,13604,bona-fide,0,1,1
13605,13605,13605,InTheWild/release_in_the_wild/13605.wav,Bill Clinton,13605,bona-fide,0,1,1
13606,13606,13606,InTheWild/release_in_the_wild/13606.wav,Ronald Reagan,13606,spoof,1,1,0
13607,13607,13607,InTheWild/release_in_the_wild/13607.wav,Christopher Hitchens,13607,bona-fide,0,1,1
13608,13608,13608,InTheWild/release_in_the_wild/13608.wav,Alec Guinness,13608,spoof,1,1,0
13609,13609,13609,InTheWild/release_in_the_wild/13609.wav,Donald Trump,13609,spoof,1,1,0
13610,13610,13610,InTheWild/release_in_the_wild/13610.wav,JFK,13610,bona-fide,0,1,1
13611,13611,13611,InTheWild/release_in_the_wild/13611.wav,Barack Obama,13611,bona-fide,0,1,1
13612,13612,13612,InTheWild/release_in_the_wild/13612.wav,Alec Guinness,13612,bona-fide,0,1,1
13613,13613,13613,InTheWild/release_in_the_wild/13613.wav,Orson Welles,13613,spoof,1,1,0
13614,13614,13614,InTheWild/release_in_the_wild/13614.wav,Alec Guinness,13614,bona-fide,0,1,1
13615,13615,13615,InTheWild/release_in_the_wild/13615.wav,Donald Trump,13615,bona-fide,0,1,1
13616,13616,13616,InTheWild/release_in_the_wild/13616.wav,Bernie Sanders,13616,spoof,1,1,0
13617,13617,13617,InTheWild/release_in_the_wild/13617.wav,Ayn Rand,13617,bona-fide,0,1,1
13618,13618,13618,InTheWild/release_in_the_wild/13618.wav,Alec Guinness,13618,bona-fide,0,1,1
13619,13619,13619,InTheWild/release_in_the_wild/13619.wav,Ronald Reagan,13619,bona-fide,0,1,1
13620,13620,13620,InTheWild/release_in_the_wild/13620.wav,Alec Guinness,13620,spoof,1,1,0
13621,13621,13621,InTheWild/release_in_the_wild/13621.wav,George W. Bush,13621,bona-fide,0,1,1
13622,13622,13622,InTheWild/release_in_the_wild/13622.wav,George Carlin,13622,spoof,1,1,0
13623,13623,13623,InTheWild/release_in_the_wild/13623.wav,Donald Trump,13623,bona-fide,0,1,1
13624,13624,13624,InTheWild/release_in_the_wild/13624.wav,Barack Obama,13624,bona-fide,0,1,1
13625,13625,13625,InTheWild/release_in_the_wild/13625.wav,Nick Offerman,13625,bona-fide,0,1,1
13626,13626,13626,InTheWild/release_in_the_wild/13626.wav,Alec Guinness,13626,bona-fide,0,1,1
13627,13627,13627,InTheWild/release_in_the_wild/13627.wav,JFK,13627,bona-fide,0,1,1
13628,13628,13628,InTheWild/release_in_the_wild/13628.wav,Christopher Hitchens,13628,bona-fide,0,1,1
13629,13629,13629,InTheWild/release_in_the_wild/13629.wav,Donald Trump,13629,bona-fide,0,1,1
13630,13630,13630,InTheWild/release_in_the_wild/13630.wav,Bernie Sanders,13630,spoof,1,1,0
13631,13631,13631,InTheWild/release_in_the_wild/13631.wav,Ayn Rand,13631,spoof,1,1,0
13632,13632,13632,InTheWild/release_in_the_wild/13632.wav,Gilbert Gottfried,13632,spoof,1,1,0
13633,13633,13633,InTheWild/release_in_the_wild/13633.wav,Jerry Seinfeld,13633,spoof,1,1,0
13634,13634,13634,InTheWild/release_in_the_wild/13634.wav,Milton Friedman,13634,bona-fide,0,1,1
13635,13635,13635,InTheWild/release_in_the_wild/13635.wav,Alec Guinness,13635,bona-fide,0,1,1
13636,13636,13636,InTheWild/release_in_the_wild/13636.wav,Bill Clinton,13636,spoof,1,1,0
13637,13637,13637,InTheWild/release_in_the_wild/13637.wav,Lyndon Johnson,13637,bona-fide,0,1,1
13638,13638,13638,InTheWild/release_in_the_wild/13638.wav,Alec Guinness,13638,spoof,1,1,0
13639,13639,13639,InTheWild/release_in_the_wild/13639.wav,Donald Trump,13639,bona-fide,0,1,1
13640,13640,13640,InTheWild/release_in_the_wild/13640.wav,Alec Guinness,13640,bona-fide,0,1,1
13641,13641,13641,InTheWild/release_in_the_wild/13641.wav,Bill Clinton,13641,bona-fide,0,1,1
13642,13642,13642,InTheWild/release_in_the_wild/13642.wav,Bill Clinton,13642,spoof,1,1,0
13643,13643,13643,InTheWild/release_in_the_wild/13643.wav,Barack Obama,13643,bona-fide,0,1,1
13644,13644,13644,InTheWild/release_in_the_wild/13644.wav,Kamala Harris,13644,bona-fide,0,1,1
13645,13645,13645,InTheWild/release_in_the_wild/13645.wav,Ayn Rand,13645,spoof,1,1,0
13646,13646,13646,InTheWild/release_in_the_wild/13646.wav,Ronald Reagan,13646,spoof,1,1,0
13647,13647,13647,InTheWild/release_in_the_wild/13647.wav,Bernie Sanders,13647,spoof,1,1,0
13648,13648,13648,InTheWild/release_in_the_wild/13648.wav,Winston Churchill,13648,bona-fide,0,1,1
13649,13649,13649,InTheWild/release_in_the_wild/13649.wav,Ayn Rand,13649,spoof,1,1,0
13650,13650,13650,InTheWild/release_in_the_wild/13650.wav,Gilbert Gottfried,13650,spoof,1,1,0
13651,13651,13651,InTheWild/release_in_the_wild/13651.wav,Ayn Rand,13651,bona-fide,0,1,1
13652,13652,13652,InTheWild/release_in_the_wild/13652.wav,Christopher Hitchens,13652,bona-fide,0,1,1
13653,13653,13653,InTheWild/release_in_the_wild/13653.wav,Donald Trump,13653,bona-fide,0,1,1
13654,13654,13654,InTheWild/release_in_the_wild/13654.wav,Barack Obama,13654,bona-fide,0,1,1
13655,13655,13655,InTheWild/release_in_the_wild/13655.wav,Barack Obama,13655,bona-fide,0,1,1
13656,13656,13656,InTheWild/release_in_the_wild/13656.wav,Donald Trump,13656,bona-fide,0,1,1
13657,13657,13657,InTheWild/release_in_the_wild/13657.wav,Ronald Reagan,13657,bona-fide,0,1,1
13658,13658,13658,InTheWild/release_in_the_wild/13658.wav,Ayn Rand,13658,bona-fide,0,1,1
13659,13659,13659,InTheWild/release_in_the_wild/13659.wav,FDR,13659,bona-fide,0,1,1
13660,13660,13660,InTheWild/release_in_the_wild/13660.wav,Queen Elizabeth II,13660,bona-fide,0,1,1
13661,13661,13661,InTheWild/release_in_the_wild/13661.wav,Barack Obama,13661,bona-fide,0,1,1
13662,13662,13662,InTheWild/release_in_the_wild/13662.wav,Donald Trump,13662,bona-fide,0,1,1
13663,13663,13663,InTheWild/release_in_the_wild/13663.wav,Bernie Sanders,13663,spoof,1,1,0
13664,13664,13664,InTheWild/release_in_the_wild/13664.wav,Alec Guinness,13664,spoof,1,1,0
13665,13665,13665,InTheWild/release_in_the_wild/13665.wav,Bernie Sanders,13665,spoof,1,1,0
13666,13666,13666,InTheWild/release_in_the_wild/13666.wav,Ayn Rand,13666,bona-fide,0,1,1
13667,13667,13667,InTheWild/release_in_the_wild/13667.wav,Alexandria Ocasio-Cortez,13667,bona-fide,0,1,1
13668,13668,13668,InTheWild/release_in_the_wild/13668.wav,Alan Watts,13668,spoof,1,1,0
13669,13669,13669,InTheWild/release_in_the_wild/13669.wav,Alec Guinness,13669,spoof,1,1,0
13670,13670,13670,InTheWild/release_in_the_wild/13670.wav,Donald Trump,13670,bona-fide,0,1,1
13671,13671,13671,InTheWild/release_in_the_wild/13671.wav,Ayn Rand,13671,bona-fide,0,1,1
13672,13672,13672,InTheWild/release_in_the_wild/13672.wav,Bernie Sanders,13672,bona-fide,0,1,1
13673,13673,13673,InTheWild/release_in_the_wild/13673.wav,Alec Guinness,13673,spoof,1,1,0
13674,13674,13674,InTheWild/release_in_the_wild/13674.wav,Jerry Seinfeld,13674,spoof,1,1,0
13675,13675,13675,InTheWild/release_in_the_wild/13675.wav,Dwight Eisenhower,13675,spoof,1,1,0
13676,13676,13676,InTheWild/release_in_the_wild/13676.wav,Christopher Hitchens,13676,bona-fide,0,1,1
13677,13677,13677,InTheWild/release_in_the_wild/13677.wav,Queen Elizabeth II,13677,spoof,1,1,0
13678,13678,13678,InTheWild/release_in_the_wild/13678.wav,Ronald Reagan,13678,spoof,1,1,0
13679,13679,13679,InTheWild/release_in_the_wild/13679.wav,Ronald Reagan,13679,spoof,1,1,0
13680,13680,13680,InTheWild/release_in_the_wild/13680.wav,Ayn Rand,13680,spoof,1,1,0
13681,13681,13681,InTheWild/release_in_the_wild/13681.wav,Mitch Hedberg,13681,spoof,1,1,0
13682,13682,13682,InTheWild/release_in_the_wild/13682.wav,Lyndon Johnson,13682,bona-fide,0,1,1
13683,13683,13683,InTheWild/release_in_the_wild/13683.wav,Ronald Reagan,13683,spoof,1,1,0
13684,13684,13684,InTheWild/release_in_the_wild/13684.wav,Ayn Rand,13684,bona-fide,0,1,1
13685,13685,13685,InTheWild/release_in_the_wild/13685.wav,FDR,13685,bona-fide,0,1,1
13686,13686,13686,InTheWild/release_in_the_wild/13686.wav,Nelson Mandela,13686,spoof,1,1,0
13687,13687,13687,InTheWild/release_in_the_wild/13687.wav,Richard Nixon,13687,bona-fide,0,1,1
13688,13688,13688,InTheWild/release_in_the_wild/13688.wav,Bernie Sanders,13688,spoof,1,1,0
13689,13689,13689,InTheWild/release_in_the_wild/13689.wav,Donald Trump,13689,bona-fide,0,1,1
13690,13690,13690,InTheWild/release_in_the_wild/13690.wav,Bill Clinton,13690,bona-fide,0,1,1
13691,13691,13691,InTheWild/release_in_the_wild/13691.wav,Alec Guinness,13691,bona-fide,0,1,1
13692,13692,13692,InTheWild/release_in_the_wild/13692.wav,Lyndon Johnson,13692,spoof,1,1,0
13693,13693,13693,InTheWild/release_in_the_wild/13693.wav,Boris Johnson,13693,bona-fide,0,1,1
13694,13694,13694,InTheWild/release_in_the_wild/13694.wav,Mark Zuckerberg,13694,spoof,1,1,0
13695,13695,13695,InTheWild/release_in_the_wild/13695.wav,Ayn Rand,13695,bona-fide,0,1,1
13696,13696,13696,InTheWild/release_in_the_wild/13696.wav,JFK,13696,spoof,1,1,0
13697,13697,13697,InTheWild/release_in_the_wild/13697.wav,Donald Trump,13697,bona-fide,0,1,1
13698,13698,13698,InTheWild/release_in_the_wild/13698.wav,Queen Elizabeth II,13698,spoof,1,1,0
13699,13699,13699,InTheWild/release_in_the_wild/13699.wav,Donald Trump,13699,bona-fide,0,1,1
13700,13700,13700,InTheWild/release_in_the_wild/13700.wav,Louis Farrakhan,13700,bona-fide,0,1,1
13701,13701,13701,InTheWild/release_in_the_wild/13701.wav,Alec Guinness,13701,bona-fide,0,1,1
13702,13702,13702,InTheWild/release_in_the_wild/13702.wav,Alec Guinness,13702,spoof,1,1,0
13703,13703,13703,InTheWild/release_in_the_wild/13703.wav,Ayn Rand,13703,spoof,1,1,0
13704,13704,13704,InTheWild/release_in_the_wild/13704.wav,Bill Clinton,13704,bona-fide,0,1,1
13705,13705,13705,InTheWild/release_in_the_wild/13705.wav,Alec Guinness,13705,bona-fide,0,1,1
13706,13706,13706,InTheWild/release_in_the_wild/13706.wav,Martin Luther King,13706,bona-fide,0,1,1
13707,13707,13707,InTheWild/release_in_the_wild/13707.wav,Bob Ross,13707,spoof,1,1,0
13708,13708,13708,InTheWild/release_in_the_wild/13708.wav,Ayn Rand,13708,bona-fide,0,1,1
13709,13709,13709,InTheWild/release_in_the_wild/13709.wav,Bill Clinton,13709,bona-fide,0,1,1
13710,13710,13710,InTheWild/release_in_the_wild/13710.wav,Queen Elizabeth II,13710,spoof,1,1,0
13711,13711,13711,InTheWild/release_in_the_wild/13711.wav,Bernie Sanders,13711,bona-fide,0,1,1
13712,13712,13712,InTheWild/release_in_the_wild/13712.wav,Alec Guinness,13712,spoof,1,1,0
13713,13713,13713,InTheWild/release_in_the_wild/13713.wav,Mark Zuckerberg,13713,bona-fide,0,1,1
13714,13714,13714,InTheWild/release_in_the_wild/13714.wav,Barack Obama,13714,bona-fide,0,1,1
13715,13715,13715,InTheWild/release_in_the_wild/13715.wav,Donald Trump,13715,bona-fide,0,1,1
13716,13716,13716,InTheWild/release_in_the_wild/13716.wav,Winston Churchill,13716,spoof,1,1,0
13717,13717,13717,InTheWild/release_in_the_wild/13717.wav,Donald Trump,13717,bona-fide,0,1,1
13718,13718,13718,InTheWild/release_in_the_wild/13718.wav,Barack Obama,13718,bona-fide,0,1,1
13719,13719,13719,InTheWild/release_in_the_wild/13719.wav,Bernie Sanders,13719,spoof,1,1,0
13720,13720,13720,InTheWild/release_in_the_wild/13720.wav,Gilbert Gottfried,13720,spoof,1,1,0
13721,13721,13721,InTheWild/release_in_the_wild/13721.wav,Donald Trump,13721,bona-fide,0,1,1
13722,13722,13722,InTheWild/release_in_the_wild/13722.wav,Barack Obama,13722,bona-fide,0,1,1
13723,13723,13723,InTheWild/release_in_the_wild/13723.wav,Bernie Sanders,13723,bona-fide,0,1,1
13724,13724,13724,InTheWild/release_in_the_wild/13724.wav,Bill Clinton,13724,spoof,1,1,0
13725,13725,13725,InTheWild/release_in_the_wild/13725.wav,Barack Obama,13725,bona-fide,0,1,1
13726,13726,13726,InTheWild/release_in_the_wild/13726.wav,Malcolm X,13726,bona-fide,0,1,1
13727,13727,13727,InTheWild/release_in_the_wild/13727.wav,Norm MacDonald,13727,spoof,1,1,0
13728,13728,13728,InTheWild/release_in_the_wild/13728.wav,Bill Clinton,13728,bona-fide,0,1,1
13729,13729,13729,InTheWild/release_in_the_wild/13729.wav,Jerry Seinfeld,13729,spoof,1,1,0
13730,13730,13730,InTheWild/release_in_the_wild/13730.wav,Barack Obama,13730,bona-fide,0,1,1
13731,13731,13731,InTheWild/release_in_the_wild/13731.wav,Ayn Rand,13731,bona-fide,0,1,1
13732,13732,13732,InTheWild/release_in_the_wild/13732.wav,Bill Clinton,13732,bona-fide,0,1,1
13733,13733,13733,InTheWild/release_in_the_wild/13733.wav,Alec Guinness,13733,spoof,1,1,0
13734,13734,13734,InTheWild/release_in_the_wild/13734.wav,Donald Trump,13734,bona-fide,0,1,1
13735,13735,13735,InTheWild/release_in_the_wild/13735.wav,Mr. Rogers,13735,spoof,1,1,0
13736,13736,13736,InTheWild/release_in_the_wild/13736.wav,Alec Guinness,13736,spoof,1,1,0
13737,13737,13737,InTheWild/release_in_the_wild/13737.wav,Ayn Rand,13737,spoof,1,1,0
13738,13738,13738,InTheWild/release_in_the_wild/13738.wav,Barack Obama,13738,bona-fide,0,1,1
13739,13739,13739,InTheWild/release_in_the_wild/13739.wav,John Cleese,13739,spoof,1,1,0
13740,13740,13740,InTheWild/release_in_the_wild/13740.wav,Alec Guinness,13740,spoof,1,1,0
13741,13741,13741,InTheWild/release_in_the_wild/13741.wav,Winston Churchill,13741,bona-fide,0,1,1
13742,13742,13742,InTheWild/release_in_the_wild/13742.wav,Ronald Reagan,13742,bona-fide,0,1,1
13743,13743,13743,InTheWild/release_in_the_wild/13743.wav,Barack Obama,13743,bona-fide,0,1,1
13744,13744,13744,InTheWild/release_in_the_wild/13744.wav,George Carlin,13744,spoof,1,1,0
13745,13745,13745,InTheWild/release_in_the_wild/13745.wav,Adam Driver,13745,spoof,1,1,0
13746,13746,13746,InTheWild/release_in_the_wild/13746.wav,Bill Clinton,13746,spoof,1,1,0
13747,13747,13747,InTheWild/release_in_the_wild/13747.wav,Queen Elizabeth II,13747,bona-fide,0,1,1
13748,13748,13748,InTheWild/release_in_the_wild/13748.wav,Adam Driver,13748,spoof,1,1,0
13749,13749,13749,InTheWild/release_in_the_wild/13749.wav,Alec Guinness,13749,bona-fide,0,1,1
13750,13750,13750,InTheWild/release_in_the_wild/13750.wav,The Notorious B.I.G.,13750,spoof,1,1,0
13751,13751,13751,InTheWild/release_in_the_wild/13751.wav,Norm MacDonald,13751,bona-fide,0,1,1
13752,13752,13752,InTheWild/release_in_the_wild/13752.wav,Mark Zuckerberg,13752,spoof,1,1,0
13753,13753,13753,InTheWild/release_in_the_wild/13753.wav,Alec Guinness,13753,spoof,1,1,0
13754,13754,13754,InTheWild/release_in_the_wild/13754.wav,Barack Obama,13754,bona-fide,0,1,1
13755,13755,13755,InTheWild/release_in_the_wild/13755.wav,Robert Kardashian,13755,bona-fide,0,1,1
13756,13756,13756,InTheWild/release_in_the_wild/13756.wav,Donald Trump,13756,bona-fide,0,1,1
